topology,nodes,mesh_rows,source,scope,group_size,packet_flits,injection_rate,background_rate,seed,naive_latency_ticks,tree_latency_ticks,latency_speedup,naive_link_flits,tree_link_flits,traffic_reduction,naive_throughput,tree_throughput,throughput_improvement,naive_logical_bytes_per_cycle,tree_logical_bytes_per_cycle,naive_artifact,tree_artifact
4x4,16,4,5,common,8,1,1.0,0.1,17,13590.0,6000.0,2.265,1700.0,1000.0,0.4117647058823529,0.062035,0.245098,2.950963165954703,15.88089330024814,62.745098039215684,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f1-r1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f1-r1-b0.1-s17
4x4,16,4,5,common,8,4,0.1,0.0,1,160000.0,13500.0,11.851851851851851,6800.0,4000.0,0.4117647058823529,0.023364,0.049826,1.1325971580208871,23.925233644859812,51.0214250124564,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r0.1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r0.1-b0-s1
4x4,16,4,5,common,8,4,0.1,0.0,7,160000.0,13500.0,11.851851851851851,6800.0,4400.0,0.3529411764705882,0.023364,0.049826,1.1325971580208871,23.925233644859812,51.0214250124564,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r0.1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r0.1-b0-s7
4x4,16,4,5,common,8,4,0.1,0.0,17,140000.0,13500.0,10.37037037037037,6800.0,4000.0,0.4117647058823529,0.026724,0.049826,0.8644663972459212,27.365045430251204,51.0214250124564,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r0.1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r0.1-b0-s17
4x4,16,4,5,common,8,4,0.1,0.1,1,162540.0,13500.0,12.04,6800.0,4000.0,0.4117647058823529,0.022983,0.049826,1.167950224078667,23.534819581705356,51.0214250124564,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r0.1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r0.1-b0.1-s1
4x4,16,4,5,common,8,4,0.1,0.1,7,162215.0,13500.0,12.015925925925925,6800.0,4400.0,0.3529411764705882,0.023004,0.049826,1.1659711354547038,23.556475730388772,51.0214250124564,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r0.1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r0.1-b0.1-s7
4x4,16,4,5,common,8,4,0.1,0.1,17,141870.0,13500.0,10.508888888888889,6800.0,4000.0,0.4117647058823529,0.026344,0.049826,0.8913604615851809,26.975763962065333,51.0214250124564,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r0.1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r0.1-b0.1-s17
4x4,16,4,5,common,8,4,0.5,0.0,1,160000.0,35500.0,4.507042253521127,6800.0,4000.0,0.4117647058823529,0.023364,0.060423,1.5861581920903953,23.925233644859812,61.87311178247734,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r0.5-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r0.5-b0-s1
4x4,16,4,5,common,8,4,0.5,0.0,7,160000.0,35500.0,4.507042253521127,6800.0,4400.0,0.3529411764705882,0.023364,0.060423,1.5861581920903953,23.925233644859812,61.87311178247734,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r0.5-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r0.5-b0-s7
4x4,16,4,5,common,8,4,0.5,0.0,17,140000.0,35500.0,3.943661971830986,6800.0,4000.0,0.4117647058823529,0.026724,0.060423,1.261001347103727,27.365045430251204,61.87311178247734,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r0.5-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r0.5-b0-s17
4x4,16,4,5,common,8,4,0.5,0.1,1,162540.0,35500.0,4.5785915492957745,6800.0,4000.0,0.4117647058823529,0.022983,0.060423,1.629030152721577,23.534819581705356,61.87311178247734,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r0.5-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r0.5-b0.1-s1
4x4,16,4,5,common,8,4,0.5,0.1,7,162215.0,35500.0,4.56943661971831,6800.0,4400.0,0.3529411764705882,0.023004,0.060423,1.6266301512780386,23.556475730388772,61.87311178247734,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r0.5-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r0.5-b0.1-s7
4x4,16,4,5,common,8,4,0.5,0.1,17,141870.0,35500.0,3.996338028169014,6800.0,4000.0,0.4117647058823529,0.026344,0.060423,1.293615244457941,26.975763962065333,61.87311178247734,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r0.5-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r0.5-b0.1-s17
4x4,16,4,5,common,8,4,1.0,0.0,1,160000.0,35500.0,4.507042253521127,6800.0,4000.0,0.4117647058823529,0.023364,0.060423,1.5861581920903953,23.925233644859812,61.87311178247734,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r1-b0-s1
4x4,16,4,5,common,8,4,1.0,0.0,7,160000.0,35500.0,4.507042253521127,6800.0,4400.0,0.3529411764705882,0.023364,0.060423,1.5861581920903953,23.925233644859812,61.87311178247734,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r1-b0-s7
4x4,16,4,5,common,8,4,1.0,0.0,17,140000.0,35500.0,3.943661971830986,6800.0,4000.0,0.4117647058823529,0.026724,0.060423,1.261001347103727,27.365045430251204,61.87311178247734,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r1-b0-s17
4x4,16,4,5,common,8,4,1.0,0.1,1,162540.0,35500.0,4.5785915492957745,6800.0,4000.0,0.4117647058823529,0.022983,0.060423,1.629030152721577,23.534819581705356,61.87311178247734,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r1-b0.1-s1
4x4,16,4,5,common,8,4,1.0,0.1,7,162215.0,35500.0,4.56943661971831,6800.0,4400.0,0.3529411764705882,0.023004,0.060423,1.6266301512780386,23.556475730388772,61.87311178247734,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r1-b0.1-s7
4x4,16,4,5,common,8,4,1.0,0.1,17,141870.0,35500.0,3.996338028169014,6800.0,4000.0,0.4117647058823529,0.026344,0.060423,1.293615244457941,26.975763962065333,61.87311178247734,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f4-r1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f4-r1-b0.1-s17
4x4,16,4,5,common,8,16,0.1,0.0,1,640000.0,155500.0,4.115755627009646,27200.0,16000.0,0.4117647058823529,0.005841,0.012763,1.1850710494778292,23.925233644859812,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r0.1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r0.1-b0-s1
4x4,16,4,5,common,8,16,0.1,0.0,7,640000.0,155500.0,4.115755627009646,27200.0,17600.0,0.3529411764705882,0.005841,0.012763,1.1850710494778292,23.925233644859812,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r0.1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r0.1-b0-s7
4x4,16,4,5,common,8,16,0.1,0.0,17,560000.0,155500.0,3.6012861736334405,27200.0,16000.0,0.4117647058823529,0.006684,0.012763,0.9094853381208858,27.376019248763537,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r0.1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r0.1-b0-s17
4x4,16,4,5,common,8,16,0.1,0.1,1,648940.0,155500.0,4.173247588424437,27200.0,16000.0,0.4117647058823529,0.005758,0.012763,1.2165682528655783,23.58495998157425,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r0.1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r0.1-b0.1-s1
4x4,16,4,5,common,8,16,0.1,0.1,7,648635.0,155500.0,4.17128617363344,27200.0,17600.0,0.3529411764705882,0.005761,0.012763,1.2154139906266272,23.59718861620002,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r0.1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r0.1-b0.1-s7
4x4,16,4,5,common,8,16,0.1,0.1,17,568045.0,155500.0,3.6530225080385854,27200.0,16000.0,0.4117647058823529,0.006584,0.012763,0.938487241798299,26.968659468001054,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r0.1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r0.1-b0.1-s17
4x4,16,4,5,common,8,16,0.5,0.0,1,640000.0,155500.0,4.115755627009646,27200.0,16000.0,0.4117647058823529,0.005841,0.012763,1.1850710494778292,23.925233644859812,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r0.5-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r0.5-b0-s1
4x4,16,4,5,common,8,16,0.5,0.0,7,640000.0,155500.0,4.115755627009646,27200.0,17600.0,0.3529411764705882,0.005841,0.012763,1.1850710494778292,23.925233644859812,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r0.5-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r0.5-b0-s7
4x4,16,4,5,common,8,16,0.5,0.0,17,560000.0,155500.0,3.6012861736334405,27200.0,16000.0,0.4117647058823529,0.006684,0.012763,0.9094853381208858,27.376019248763537,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r0.5-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r0.5-b0-s17
4x4,16,4,5,common,8,16,0.5,0.1,1,648940.0,155500.0,4.173247588424437,27200.0,16000.0,0.4117647058823529,0.005758,0.012763,1.2165682528655783,23.58495998157425,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r0.5-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r0.5-b0.1-s1
4x4,16,4,5,common,8,16,0.5,0.1,7,648635.0,155500.0,4.17128617363344,27200.0,17600.0,0.3529411764705882,0.005761,0.012763,1.2154139906266272,23.59718861620002,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r0.5-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r0.5-b0.1-s7
4x4,16,4,5,common,8,16,0.5,0.1,17,568045.0,155500.0,3.6530225080385854,27200.0,16000.0,0.4117647058823529,0.006584,0.012763,0.938487241798299,26.968659468001054,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r0.5-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r0.5-b0.1-s17
4x4,16,4,5,common,8,16,1.0,0.0,1,640000.0,155500.0,4.115755627009646,27200.0,16000.0,0.4117647058823529,0.005841,0.012763,1.1850710494778292,23.925233644859812,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r1-b0-s1
4x4,16,4,5,common,8,16,1.0,0.0,7,640000.0,155500.0,4.115755627009646,27200.0,17600.0,0.3529411764705882,0.005841,0.012763,1.1850710494778292,23.925233644859812,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r1-b0-s7
4x4,16,4,5,common,8,16,1.0,0.0,17,560000.0,155500.0,3.6012861736334405,27200.0,16000.0,0.4117647058823529,0.006684,0.012763,0.9094853381208858,27.376019248763537,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r1-b0-s17
4x4,16,4,5,common,8,16,1.0,0.1,1,648940.0,155500.0,4.173247588424437,27200.0,16000.0,0.4117647058823529,0.005758,0.012763,1.2165682528655783,23.58495998157425,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r1-b0.1-s1
4x4,16,4,5,common,8,16,1.0,0.1,7,648635.0,155500.0,4.17128617363344,27200.0,17600.0,0.3529411764705882,0.005761,0.012763,1.2154139906266272,23.59718861620002,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r1-b0.1-s7
4x4,16,4,5,common,8,16,1.0,0.1,17,568045.0,155500.0,3.6530225080385854,27200.0,16000.0,0.4117647058823529,0.006584,0.012763,0.938487241798299,26.968659468001054,52.27823867262284,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g8-f16-r1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g8-f16-r1-b0.1-s17
4x4,16,4,5,common,16,1,0.1,0.0,1,21500.0,6000.0,3.5833333333333335,3200.0,1500.0,0.53125,0.031143,0.050201,0.6119513213242143,15.945188414824042,25.70281124497992,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r0.1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r0.1-b0-s1
4x4,16,4,5,common,16,1,0.1,0.0,7,21500.0,6000.0,3.5833333333333335,3200.0,1500.0,0.53125,0.031143,0.050201,0.6119513213242143,15.945188414824042,25.70281124497992,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r0.1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r0.1-b0-s7
4x4,16,4,5,common,16,1,0.1,0.0,17,21500.0,6000.0,3.5833333333333335,3200.0,1500.0,0.53125,0.031143,0.050201,0.6119513213242143,15.945188414824042,25.70281124497992,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r0.1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r0.1-b0-s17
4x4,16,4,5,common,16,1,0.1,0.1,1,21560.0,6000.0,3.5933333333333333,3200.0,1500.0,0.53125,0.031143,0.050201,0.6119513213242143,15.945188414824042,25.70281124497992,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r0.1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r0.1-b0.1-s1
4x4,16,4,5,common,16,1,0.1,0.1,7,21570.0,6000.0,3.595,3200.0,1500.0,0.53125,0.031124,0.050201,0.6129353553527825,15.935262994086523,25.70281124497992,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r0.1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r0.1-b0.1-s7
4x4,16,4,5,common,16,1,0.1,0.1,17,21575.0,6000.0,3.595833333333333,3200.0,1500.0,0.53125,0.031143,0.050201,0.6119513213242143,15.945188414824042,25.70281124497992,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r0.1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r0.1-b0.1-s17
4x4,16,4,5,common,16,1,0.5,0.0,1,21500.0,6000.0,3.5833333333333335,3200.0,1500.0,0.53125,0.031143,0.245098,6.870083164756125,15.945188414824042,125.49019607843137,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r0.5-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r0.5-b0-s1
4x4,16,4,5,common,16,1,0.5,0.0,7,21500.0,6000.0,3.5833333333333335,3200.0,1500.0,0.53125,0.031143,0.245098,6.870083164756125,15.945188414824042,125.49019607843137,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r0.5-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r0.5-b0-s7
4x4,16,4,5,common,16,1,0.5,0.0,17,21500.0,6000.0,3.5833333333333335,3200.0,1500.0,0.53125,0.031143,0.245098,6.870083164756125,15.945188414824042,125.49019607843137,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r0.5-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r0.5-b0-s17
4x4,16,4,5,common,16,1,0.5,0.1,1,21560.0,6000.0,3.5933333333333333,3200.0,1500.0,0.53125,0.031143,0.245098,6.870083164756125,15.945188414824042,125.49019607843137,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r0.5-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r0.5-b0.1-s1
4x4,16,4,5,common,16,1,0.5,0.1,7,21570.0,6000.0,3.595,3200.0,1500.0,0.53125,0.031124,0.245098,6.874887546587843,15.935262994086523,125.49019607843137,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r0.5-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r0.5-b0.1-s7
4x4,16,4,5,common,16,1,0.5,0.1,17,21575.0,6000.0,3.595833333333333,3200.0,1500.0,0.53125,0.031143,0.245098,6.870083164756125,15.945188414824042,125.49019607843137,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r0.5-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r0.5-b0.1-s17
4x4,16,4,5,common,16,1,1.0,0.0,1,21500.0,6000.0,3.5833333333333335,3200.0,1500.0,0.53125,0.031143,0.245098,6.870083164756125,15.945188414824042,125.49019607843137,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r1-b0-s1
4x4,16,4,5,common,16,1,1.0,0.0,7,21500.0,6000.0,3.5833333333333335,3200.0,1500.0,0.53125,0.031143,0.245098,6.870083164756125,15.945188414824042,125.49019607843137,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r1-b0-s7
4x4,16,4,5,common,16,1,1.0,0.0,17,21500.0,6000.0,3.5833333333333335,3200.0,1500.0,0.53125,0.031143,0.245098,6.870083164756125,15.945188414824042,125.49019607843137,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r1-b0-s17
4x4,16,4,5,common,16,1,1.0,0.1,1,21560.0,6000.0,3.5933333333333333,3200.0,1500.0,0.53125,0.031143,0.245098,6.870083164756125,15.945188414824042,125.49019607843137,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r1-b0.1-s1
4x4,16,4,5,common,16,1,1.0,0.1,7,21570.0,6000.0,3.595,3200.0,1500.0,0.53125,0.031124,0.245098,6.874887546587843,15.935262994086523,125.49019607843137,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r1-b0.1-s7
4x4,16,4,5,common,16,1,1.0,0.1,17,21575.0,6000.0,3.595833333333333,3200.0,1500.0,0.53125,0.031143,0.245098,6.870083164756125,15.945188414824042,125.49019607843137,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f1-r1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f1-r1-b0.1-s17
4x4,16,4,5,common,16,4,0.1,0.0,1,300000.0,13500.0,22.22222222222222,12800.0,6000.0,0.53125,0.012466,0.049826,2.9969517086475217,25.529793069060087,102.0428500249128,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r0.1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r0.1-b0-s1
4x4,16,4,5,common,16,4,0.1,0.0,7,300000.0,13500.0,22.22222222222222,12800.0,6000.0,0.53125,0.012466,0.049826,2.9969517086475217,25.529793069060087,102.0428500249128,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r0.1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r0.1-b0-s7
4x4,16,4,5,common,16,4,0.1,0.0,17,300000.0,13500.0,22.22222222222222,12800.0,6000.0,0.53125,0.012466,0.049826,2.9969517086475217,25.529793069060087,102.0428500249128,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r0.1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r0.1-b0-s17
4x4,16,4,5,common,16,4,0.1,0.1,1,303380.0,13500.0,22.472592592592594,12800.0,6000.0,0.53125,0.012318,0.049826,3.0449748335768794,25.22788864252279,102.0428500249128,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r0.1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r0.1-b0.1-s1
4x4,16,4,5,common,16,4,0.1,0.1,7,303910.0,13500.0,22.51185185185185,12800.0,6000.0,0.53125,0.012297,0.049826,3.0518825729852805,25.18445646827349,102.0428500249128,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r0.1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r0.1-b0.1-s7
4x4,16,4,5,common,16,4,0.1,0.1,17,303890.0,13500.0,22.51037037037037,12800.0,6000.0,0.53125,0.012296,0.049826,3.052212101496422,25.181359891798845,102.0428500249128,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r0.1-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r0.1-b0.1-s17
4x4,16,4,5,common,16,4,0.5,0.0,1,300000.0,35500.0,8.450704225352112,12800.0,6000.0,0.53125,0.012466,0.060423,3.8470239050216586,25.529793069060087,123.74622356495468,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r0.5-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r0.5-b0-s1
4x4,16,4,5,common,16,4,0.5,0.0,7,300000.0,35500.0,8.450704225352112,12800.0,6000.0,0.53125,0.012466,0.060423,3.8470239050216586,25.529793069060087,123.74622356495468,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r0.5-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r0.5-b0-s7
4x4,16,4,5,common,16,4,0.5,0.0,17,300000.0,35500.0,8.450704225352112,12800.0,6000.0,0.53125,0.012466,0.060423,3.8470239050216586,25.529793069060087,123.74622356495468,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r0.5-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r0.5-b0-s17
4x4,16,4,5,common,16,4,0.5,0.1,1,303380.0,35500.0,8.545915492957747,12800.0,6000.0,0.53125,0.012318,0.060423,3.9052605942523133,25.22788864252279,123.74622356495468,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r0.5-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r0.5-b0.1-s1
4x4,16,4,5,common,16,4,0.5,0.1,7,303910.0,35500.0,8.560845070422536,12800.0,6000.0,0.53125,0.012297,0.060423,3.9136374725542815,25.18445646827349,123.74622356495468,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r0.5-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r0.5-b0.1-s7
4x4,16,4,5,common,16,4,0.5,0.1,17,303890.0,35500.0,8.560281690140846,12800.0,6000.0,0.53125,0.012296,0.060423,3.9140370852309694,25.181359891798845,123.74622356495468,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r0.5-b0.1-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r0.5-b0.1-s17
4x4,16,4,5,common,16,4,1.0,0.0,1,300000.0,35500.0,8.450704225352112,12800.0,6000.0,0.53125,0.012466,0.060423,3.8470239050216586,25.529793069060087,123.74622356495468,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r1-b0-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r1-b0-s1
4x4,16,4,5,common,16,4,1.0,0.0,7,300000.0,35500.0,8.450704225352112,12800.0,6000.0,0.53125,0.012466,0.060423,3.8470239050216586,25.529793069060087,123.74622356495468,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r1-b0-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r1-b0-s7
4x4,16,4,5,common,16,4,1.0,0.0,17,300000.0,35500.0,8.450704225352112,12800.0,6000.0,0.53125,0.012466,0.060423,3.8470239050216586,25.529793069060087,123.74622356495468,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r1-b0-s17,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r1-b0-s17
4x4,16,4,5,common,16,4,1.0,0.1,1,303380.0,35500.0,8.545915492957747,12800.0,6000.0,0.53125,0.012318,0.060423,3.9052605942523133,25.22788864252279,123.74622356495468,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r1-b0.1-s1,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r1-b0.1-s1
4x4,16,4,5,common,16,4,1.0,0.1,7,303910.0,35500.0,8.560845070422536,12800.0,6000.0,0.53125,0.012297,0.060423,3.9136374725542815,25.18445646827349,123.74622356495468,report/raw-results/multicast-4x4-8x8/naive_unicast-4x4-g16-f4-r1-b0.1-s7,report/raw-results/multicast-4x4-8x8/tree_multicast-4x4-g16-f4-r1-b0.1-s7
